Name,RA,DEC,zlens,zsource,R_Ein(arcsec),"maglens,i","magsource,i",Lens type,Discovery,Grade,References,unknown,Paper
232937+001042,352.40459,0.17856,0.442,-99,-99,-99,-99,19.41,23.21,GG,Y,C,SuGOHI2
232947-012047,352.4492,-1.3465,0.537,-99,0.53,1.52,-99,18.77,22.74,CG,V,B,SuGOHI5 DES RCS2
232949+005359,352.4541,0.8998,0.498,-99,0.54,2.27,-99,19.06,28.27,CG,V,C,SuGOHI5
233006+013305,352.5252,1.5513,0.444,-99,0.42,1.61,-99,19.49,25.59,CG,V,B,SuGOHI5
233043+015812,352.6815,1.9701,-99,-99,0.69,1.18,-99,21.37,24.55,CG,V,B,SuGOHI5
233047-000231,352.6979,-0.042,0.298,-99,0.32,0.5,-99,17.99,20.18,GG,V,C,SuGOHI5
233106+000012,352.777,0.0035,-99,-99,0.69,0.89,-99,20.07,20.74,GG,V,B,SuGOHI5
233113+003516,352.80499,0.588035,0.28,-99,-99,-99,-99,18.97,20.86,GG,Y,C,SuGOHI2
233130+003733,352.877,0.625918,0.552,-99,-99,-99,-99,19.38,21.38,GG,YS,A,SuGOHI2 DES
233146+013845,352.94337,1.645991,0.476,-99,-99,-99,-99,18.94,21.75,GG,Y,A,SuGOHI2
233149+003510,352.95602,0.586372,0.622,-99,-99,-99,-99,19.4,21.87,GG,Y,C,SuGOHI2
233154+024058,352.9756,2.683,0.553,-99,0.59,1.37,-99,19.54,23.07,CG,V,C,SuGOHI5
233204-005503,353.0195,-0.9177,0.642,-99,0.75,2.15,-99,20.36,24.65,CG,V,C,SuGOHI5
233230+003821,353.12889,0.639376,0.623,-99,-99,-99,-99,19.11,22.3,GG,YS,B,SuGOHI2
233235-000304,353.1493,-0.0512,0.51,-99,0.52,1.41,-99,19.5,23.23,CG,V,B,SuGOHI5
233240-003016,353.16889,-0.504521,0.662,-99,-99,-99,-99,19.23,22.14,GG,Y,C,SuGOHI2
233304-012323,353.26887,-1.389823,0.638,-99,-99,-99,-99,19.65,21.7,GG,Y,C,SuGOHI2
233311+022310,353.29632,2.38637,0.472,-99,-99,-99,-99,19.63,22.25,GG,Y,B,SuGOHI2
233331-005628,353.3799,-0.9411,-99,-99,0.55,0.87,-99,20.08,25.89,CG,V,C,SuGOHI5
233514-012101,353.8107,-1.3504,0.503,-99,0.51,0.85,-99,18.22,22.4,CG,V,C,SuGOHI5
233528+001355,353.86774,0.232219,0.568,-99,-99,-99,-99,19.57,22.91,GG,Y,B,SuGOHI2
233739+001617,354.4155,0.2713,0.277,-99,0.26,1.93,-99,17,25.52,CG,V,C,SuGOHI5
233740+001640,354.4174,0.2779,0.272,-99,0.32,-99,-99,18.17,-99,CG,V,A,SuGOHI5
233804+000827,354.51771,0.141022,0.164,-99,-99,-99,-99,17.69,21.07,GG,Y,C,SuGOHI2
234251-001501,355.7136,-0.2505,0.387,-99,0.32,-99,-99,18.26,-99,GG,V,C,SuGOHI5
234524-000600,356.3524,-0.1,0.495,-99,0.51,0.91,-99,19.24,20.03,CG,V,C,SuGOHI5
234603-001058,356.5147,-0.1828,0.261,-99,0.26,0.38,-99,18.06,19.48,CG,V,B,SuGOHI5
234812-000839,357.0511,-0.1442,0.536,-99,0.55,0.63,-99,18.75,19.19,CG,V,C,SuGOHI5
234933-010216,357.3876,-1.038,0.341,-99,0.32,1.23,-99,17.68,24.78,CG,V,C,SuGOHI5
235121+003701,357.8388,0.6169,0.277,-99,0.26,-99,-99,17.4,-99,CG,V,A,SuGOHI5
235211+000614,358.0487,0.104,-99,-99,0.67,1.76,-99,20.74,22.08,CG,V,B,SuGOHI5
235412+014547,358.553,1.7632,0.417,-99,0.41,0.57,-99,19.41,22.69,CG,V,C,SuGOHI5
235535+021044,358.8969,2.1791,0.519,-99,0.51,1.65,-99,18.73,25.47,CG,V,C,SuGOHI5
235811+003309,359.5475,0.5527,0.639,-99,0.62,1.69,-99,19.49,24.94,CG,V,C,SuGOHI5
235933+020823,359.8897,2.1398,0.43,-99,0.44,1.18,-99,17.94,22.16,CG,V,A,SuGOHI5 DECaLS
235952+004154,359.9698,0.6985,0.267,-99,0.28,0.75,-99,18.13,23.95,CG,V,C,SuGOHI5
